LEVEL,PROMPT_ID,PROMPT_TEXT,SKILL_LEVEL,DOMAIN,SOURCE_TYPE,C1_SCORE,C2_SCORE,C3_SCORE (OUTPUT SPEC),C4_SCORE,C5_SCORE,C6_SCORE,FINAL_SCORE,JUSTIFICATION,STRENGTHS,GAPS,CHATGPT_SCORES,GEMINI_SCORES,CLAUDE_SCORES,KAPPA_FLAG,SCORE_SOURCE,STATUS,SOURCE_LOG_ID,DATASET_SPLIT
Strong,PELS-L3-EDU-140,"Design a mock test for class 11 JEE Chemistry (Physical Chemistry only). 30 questions: 10 Single Correct, 10 Multiple Correct, 10 Numerical Based. Include marking scheme (JEE Advanced pattern). Topics: Mole Concept, Equilibrium, Thermodynamics. Provide answer key and brief solution hints.",Strong,EDU,synthetic,9,9,9,9,8,9,8.85,"Class, exam, subject, chapter, count, question types, marking scheme (exam-specific), topic list, answer key, and hints all specified.","Near-perfect: class, exam, subject, topics, question types, marking scheme, key, and hints all defined.",No difficulty distribution mentioned.,"8,10,9,8,7,9","9,10,10,10,8,9","10,8,8,9,7,9",NO,auto_mean,approved,SL-140,test
Strong,PELS-L3-EDU-141,"You are an NCERT class 8 science teacher. Explain Force and Pressure using 3 everyday examples from an Indian household (chapati rolling, hand pump, pushing a door). Structure each example: what force is applied → result observed → concept illustrated. Total under 300 words. End with 1 short-answer question.",Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Role, textbook, class, 3 Indian examples, per-example structure, word limit, and end question all specified.","Role, textbook, class, culturally specific examples, structured format, word limit, and assessment question all defined.",No board; otherwise excellent.,"10,9,9,9,7,8","8,10,10,8,8,9","9,8,9,10,8,9",NO,auto_mean,approved,SL-141,test
Strong,PELS-L3-EDU-142,"Create a chapter-wise marks distribution analysis for class 12 CBSE mathematics based on the last 5 years of board papers. For each chapter list: chapter name, average marks allotted, question type (VSA/SA/LA), and your recommended time allocation. Output as a ranked table from most marks to least.",Strong,EDU,intern,9,9,9,9,8,9,8.85,"Board, class, subject, years of analysis, four data points per chapter, output format (ranked table) all fully specified.","Board, class, subject, years, data points, format, and ranking criterion all defined.",No mention of whether formulae should be included.,"9,10,10,10,7,8","8,9,9,9,9,9","8,8,10,10,8,10",NO,auto_mean,approved,SL-142,test
Strong,PELS-L3-EDU-143,I am a class 11 economics student confused about the difference between microeconomics and macroeconomics. Explain in 200 words using a comparison table (Basis / Microeconomics / Macroeconomics). Cover 5 points of difference. End with 2 exam-style 3-mark questions on this topic.,Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Class, subject, word count, table format, 5 comparison points, and 2 exam-style questions all specified.","Class, subject, word count, table structure, point count, and exam-style questions all defined.",No board specified.,"8,8,8,8,9,8","9,10,9,8,9,9","8,9,10,9,7,8",NO,auto_mean,approved,SL-143,test
Strong,PELS-L3-EDU-144,"Explain the structure and function of the human heart for a class 10 CBSE biology student. Use four sections: (1) Structure with chambers and valves, (2) Blood flow sequence, (3) Role of SA and AV node, (4) Common diseases and prevention. Under 350 words. Include 3 key terms to remember for exams.",Strong,EDU,intern,9,9,9,9,8,8,8.75,"Class, board, subject, four sections defined, word limit, key terms for exam all specified.","Class, board, subject, four-section structure, word limit, and exam key terms all defined.",No practice question or diagram description.,"10,10,9,10,8,9","10,10,9,10,9,8","9,8,9,9,9,7",NO,auto_mean,approved,SL-144,test
Strong,PELS-L3-EDU-145,"Act as a grade 5 math teacher. Teach long division with 4-digit numbers in 5 simple steps. After explaining each step, provide a worked example. Use simple vocabulary. End with 3 practice problems of increasing difficulty (easy/medium/hard) where you show only the first step as a hint.",Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Role, grade, topic, step count, worked example per step, vocabulary constraint, practice count, difficulty gradient, and hint type all defined.","Role, grade, steps, examples, vocabulary, practice count, difficulty gradient, and hint format all specified.",No board or country context.,"9,10,9,10,9,9","8,10,9,9,9,9","10,8,10,8,9,8",NO,auto_mean,approved,SL-145,test
Strong,PELS-L3-EDU-146,"Create a speaking practice guide for IELTS Speaking Part 2 (Describe a Person). Include: cue card format, 5 useful phrases, a sample 2-minute response (word count approximately 240 words), and 5 follow-up Part 3 questions with model answers. Level: targeting Band 7.5.",Strong,EDU,synthetic,9,9,9,9,8,9,8.85,"Exam, part, topic, format, phrase count, sample word count, follow-up question count, model answers, and target band all specified.","Exam, part, topic, format, phrase count, sample length, follow-up questions, model answers, and target band all defined.",Near-perfect prompt.,"8,10,10,10,9,9","8,10,8,8,9,10","8,8,8,9,8,9",NO,auto_mean,approved,SL-146,test
Strong,PELS-L3-EDU-147,"I have my class 10 CBSE board exam in 2 weeks. Design a subject-wise daily study schedule. Subjects: Science (prioritize), Maths, English, Social Science, Hindi. Available: 5 hours weekdays, 7 hours weekends. Include revision slots, mock test days (Sundays), and rest periods. Output: weekly table with time slots.",Strong,EDU,intern,9,9,9,9,8,9,8.85,"Class, board, timeframe, all subjects with priority, available hours by day type, test day, rest, and table format all specified.","Class, board, deadline, subjects with priority, hours by day, test schedule, rest, and table format all fully defined.",Near-perfect; no gaps.,"8,9,10,8,8,10","10,9,10,10,7,10","8,10,8,10,8,10",NO,auto_mean,approved,SL-147,test
Strong,PELS-L3-EDU-148,"Explain the derivation of the kinematic equation v = u + at for class 11 physics (JEE level). Step-by-step. After the derivation, show 2 numerical problems (medium difficulty) using this equation. For each problem show: given data, formula, substitution, and answer. Keep under 300 words.",Strong,EDU,synthetic,9,9,9,9,8,8,8.75,"Class, exam, specific equation, step-by-step derivation, problem count, difficulty, problem format (given/formula/substitution/answer), and word limit all specified.","Class, exam, equation, derivation, problem count, difficulty, format, and word limit all defined.",No board explicitly stated.,"9,10,9,9,7,8","10,9,10,9,9,9","10,10,10,9,9,8",NO,auto_mean,approved,SL-148,test
Strong,PELS-L3-EDU-149,"You are a class 12 English teacher. Write a detailed character sketch of the grandmother in the story The Portrait of a Lady (NCERT Flamingo). Include: physical description, personality traits (at least 4), relationship with the narrator, and thematic significance. Format: 4 labelled paragraphs. Word limit: 300 words.",Strong,EDU,intern,9,9,9,9,8,8,8.75,"Role, class, story, textbook, character, 4 traits, relationship, theme, labeled paragraph format, and word limit all specified.","Role, class, story, textbook, character elements, format, and word limit all defined.",Could request exam-style phrasing.,"8,8,9,10,8,7","9,9,10,8,9,9","9,9,9,9,9,9",NO,auto_mean,approved,SL-149,test
Strong,PELS-L3-EDU-150,"Create a complete answer for a 10-mark class 12 CBSE economics question: Explain the concept of National Income and the methods of measuring it (Output, Income, Expenditure methods). Include: formula for each method, limitations, and a 2-example illustration. Format like a model answer for board exam. 500 words max.",Strong,EDU,synthetic,9,9,9,9,8,9,8.85,"Board, class, marks, question provided, three methods, formula, limitations, examples, model-answer format, and word limit all specified.","Board, class, marks, question, three methods, formulae, limitations, examples, and word limit all fully defined.",Near-perfect prompt.,"9,9,8,10,9,10","9,9,9,8,8,8","9,10,8,9,8,10",NO,auto_mean,approved,SL-150,test
Strong,PELS-L3-EDU-151,"Design a 10-day preparation strategy for class 12 ISC Physics practical exam. Include: day-wise experiment list (minimum 5 experiments), what to revise each day, common viva questions per experiment (at least 3), and common errors to avoid. Format: table with Day / Experiment / Viva Questions / Common Errors.",Strong,EDU,synthetic,9,9,9,9,8,9,8.85,"Board (ISC), class, subject, duration, experiment count, viva count, error section, and table format all specified.","Board, class, subject, duration, experiment count, viva questions, errors, and table format all defined.",Near-perfect prompt.,"9,10,9,8,7,10","9,10,10,9,7,8","10,10,10,8,7,8",NO,auto_mean,approved,SL-151,test
